symbol,expiration,strike,right,created,last_trade,open,high,low,close,volume,count,bid_size,bid_exchange,bid,bid_condition,ask_size,ask_exchange,ask,ask_condition
"AAPL","2025-09-19",275.000,"PUT",2025-09-02T17:15:23.827,2025-09-02T11:25:11.007,47.35,47.35,47.35,47.35,2,2,22,5,43.65,50,11,31,47.25,50
"AAPL","2025-09-19",275.000,"PUT",2025-09-03T17:18:29.909,2025-09-03T15:28:00.897,37.63,37.63,37.56,37.56,171,2,15,4,36.25,50,115,4,37.15,50
"AAPL","2025-09-19",275.000,"PUT",2025-09-04T17:15:03.374,2025-09-04T15:13:36.035,37.00,37.00,36.05,36.05,262,2,115,9,34.85,50,126,9,35.95,50
"AAPL","2025-09-19",275.000,"PUT",2025-09-05T17:15:16.498,2025-09-05T14:26:00.562,35.94,35.95,35.94,35.95,2,2,105,4,34.80,50,107,7,35.75,50
"AAPL","2025-09-19",275.000,"PUT",2025-09-08T17:24:30.039,2025-09-08T00:00:00,0.00,0.00,0.00,0.00,0,0,107,7,36.80,50,105,4,37.45,50
"AAPL","2025-09-19",275.000,"PUT",2025-09-09T17:22:06.571,2025-09-09T15:57:00.445,40.45,40.45,40.45,40.45,5,1,4,76,40.45,50,114,9,41.80,50
"AAPL","2025-09-19",275.000,"PUT",2025-09-10T17:21:04.64,2025-09-10T00:00:00,0.00,0.00,0.00,0.00,0,0,107,7,47.75,50,107,7,48.85,50
"AAPL","2025-09-19",275.000,"PUT",2025-09-11T17:22:35.481,2025-09-11T15:50:00.126,44.98,45.40,44.85,44.85,26,3,17,5,44.35,50,18,5,45.70,50
"AAPL","2025-09-19",275.000,"PUT",2025-09-12T17:15:16.622,2025-09-12T00:00:00,0.00,0.00,0.00,0.00,0,0,122,9,40.60,50,138,9,41.35,50
"AAPL","2025-09-19",275.000,"PUT",2025-09-15T17:18:22.353,2025-09-15T09:57:21.96,39.95,39.95,39.95,39.95,2,2,24,11,38.00,50,107,7,38.60,50
"AAPL","2025-09-19",275.000,"PUT",2025-09-16T17:18:44.68,2025-09-16T00:00:00,0.00,0.00,0.00,0.00,0,0,7,7,36.50,50,8,7,37.30,50
"AAPL","2025-09-19",275.000,"PUT",2025-09-17T17:15:20.52,2025-09-17T00:00:00,0.00,0.00,0.00,0.00,0,0,35,76,35.75,50,129,9,36.45,50
"AAPL","2025-09-19",275.000,"PUT",2025-09-18T17:22:31.302,2025-09-18T00:00:00,0.00,0.00,0.00,0.00,0,0,40,4,36.80,50,146,4,37.65,50
"AAPL","2025-09-19",275.000,"PUT",2025-09-19T17:23:40.265,2025-09-19T00:00:00,0.00,0.00,0.00,0.00,0,0,138,4,28.70,50,150,4,30.65,50

